node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now
fd00::202:2:2:2,18,0,0,8,2285066,216,226,60,12,54,100,-52,226,442,60,14,0,62,2285080
fd00::202:2:2:2,18,0,0,8,2295599,217,227,60,12,274,100,-52,227,444,60,51,0,172,2295650
fd00::202:2:2:2,18,0,0,8,2306130,218,228,60,12,74,100,-52,228,446,60,20,0,72,2306150
fd00::202:2:2:2,18,0,0,8,2316659,219,229,60,12,14,100,-52,229,448,60,61,0,42,2316720
fd00::202:2:2:2,18,0,0,8,2327190,220,230,60,12,24,100,-52,230,450,60,30,0,47,2327220
fd00::202:2:2:2,18,0,0,8,2337721,221,231,60,12,34,100,-52,231,452,60,69,0,52,2337790
fd00::202:2:2:2,18,0,0,8,2348254,222,232,60,12,44,100,-52,232,454,60,36,0,57,2348290
fd00::202:2:2:2,18,0,0,8,2358785,223,233,60,12,54,100,-52,233,456,60,5,0,62,2358790
fd00::202:2:2:2,18,0,0,8,2369314,224,234,60,12,64,100,-52,234,458,60,46,0,67,2369360
fd00::202:2:2:2,18,0,0,8,2379847,225,235,60,12,74,100,-52,235,460,60,13,0,72,2379860
fd00::202:2:2:2,18,0,0,8,2390376,226,237,60,12,24,100,-52,237,463,60,54,0,47,2390430
fd00::202:2:2:2,18,0,0,8,2400909,227,238,60,12,34,100,-52,238,465,60,21,0,52,2400930
fd00::202:2:2:2,18,0,0,8,2411438,228,239,60,12,44,100,-52,239,467,60,62,0,57,2411500
fd00::202:2:2:2,18,0,0,8,2421969,229,240,60,12,54,100,-52,240,469,60,31,0,62,2422000
fd00::202:2:2:2,18,0,0,8,2432500,230,241,60,12,64,100,-52,241,471,60,70,0,67,2432570
fd00::202:2:2:2,18,0,0,8,2443033,231,242,60,12,74,100,-52,242,473,60,37,0,72,2443070
fd00::202:2:2:2,18,0,0,8,2453562,232,243,60,12,14,100,-52,243,475,60,8,0,42,2453570
fd00::202:2:2:2,18,0,0,8,2464093,233,244,60,12,24,100,-52,244,477,60,47,0,47,2464140
fd00::202:2:2:2,18,0,0,8,2474626,234,245,60,12,34,100,-52,245,479,60,14,0,52,2474640
fd00::202:2:2:2,18,0,0,8,2485155,235,246,60,12,44,100,-52,246,481,60,55,0,57,2485210
fd00::202:2:2:2,18,0,0,8,2495686,236,247,60,12,54,100,-52,247,483,60,24,0,62,2495710
fd00::202:2:2:2,18,0,0,8,2506219,237,248,60,12,64,100,-52,248,485,60,61,0,67,2506280
fd00::202:2:2:2,18,0,0,8,2516750,238,249,60,12,74,100,-52,249,487,60,30,0,72,2516780
fd00::202:2:2:2,18,0,0,8,2527279,239,250,60,12,14,100,-52,250,489,60,71,0,42,2527350
fd00::202:2:2:2,18,0,0,8,2537810,240,251,60,12,23,100,-52,251,491,60,40,0,46,2537850
fd00::202:2:2:2,18,0,0,8,2548343,241,252,60,12,34,100,-52,252,493,60,7,0,52,2548350
